,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
1011,PCA-World Championship,London,1993-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2805,2655,"Kasparov, Gary","Short, Nigel D"
1012,PCA-World Championship,London,1993-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1013,PCA-World Championship,London,1993-01-01,"Kasparov, Gary","Short, Nigel D",1/2-1/2,2805,2655,draw,draw
1014,PCA-World Championship,London,1993-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1015,PCA-World Championship,London,1993-01-01,"Kasparov, Gary","Short, Nigel D",1/2-1/2,2805,2655,draw,draw
1016,PCA-World Championship,London,1993-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1017,PCA-World Championship,London,1993-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2805,2655,"Kasparov, Gary","Short, Nigel D"
1018,PCA-World Championship,London,1993-01-01,"Short, Nigel D","Kasparov, Gary",1-0,2655,2805,"Short, Nigel D","Kasparov, Gary"
1019,PCA-World Championship,London,1993-01-01,"Kasparov, Gary","Short, Nigel D",1/2-1/2,2805,2655,draw,draw
1020,PCA-World Championship,London,1993-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1021,PCA-World Championship,London,1993-01-01,"Kasparov, Gary","Short, Nigel D",1/2-1/2,2805,2655,draw,draw
1022,PCA-World Championship,London,1993-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1023,Amsterdam VSB,Amsterdam,1994-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1/2-1/2,2805,2710,draw,draw
1024,Amsterdam VSB,Amsterdam,1994-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2805,2655,"Kasparov, Gary","Short, Nigel D"
1025,Amsterdam VSB,Amsterdam,1994-01-01,"Timman, Jan H","Kasparov, Gary",0-1,2620,2805,"Kasparov, Gary","Timman, Jan H"
1026,Amsterdam VSB,Amsterdam,1994-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1-0,2710,2805,"Ivanchuk, Vassily","Kasparov, Gary"
1027,Amsterdam VSB,Amsterdam,1994-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2805,2620,"Kasparov, Gary","Timman, Jan H"
1028,Amsterdam VSB,Amsterdam,1994-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1029,Horgen CS,Horgen,1994-01-01,"Kasparov, Gary","Leko, Peter",1-0,2805,2555,"Kasparov, Gary","Leko, Peter"
1030,Horgen CS,Horgen,1994-01-01,"Lutz, Christopher","Kasparov, Gary",0-1,2580,2805,"Kasparov, Gary","Lutz, Christopher"
1031,Horgen CS,Horgen,1994-01-01,"Kasparov, Gary","Benjamin, Joel",1/2-1/2,2805,2610,draw,draw
1032,Horgen CS,Horgen,1994-01-01,"Gavrikov, Viktor","Kasparov, Gary",1/2-1/2,2600,2805,draw,draw
1033,Horgen CS,Horgen,1994-01-01,"Kasparov, Gary","Gelfand, Boris",1-0,2805,2680,"Kasparov, Gary","Gelfand, Boris"
1034,Horgen CS,Horgen,1994-01-01,"Lautier, Joel","Kasparov, Gary",1/2-1/2,2645,2805,draw,draw
1035,Horgen CS,Horgen,1994-01-01,"Kasparov, Gary","Nikolic, Predrag",1-0,2805,2655,"Kasparov, Gary","Nikolic, Predrag"
1036,Horgen CS,Horgen,1994-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2615,2805,draw,draw
1037,Horgen CS,Horgen,1994-01-01,"Kasparov, Gary","Shirov, Alexei",1-0,2805,2740,"Kasparov, Gary","Shirov, Alexei"
1038,Horgen CS,Horgen,1994-01-01,"Kasparov, Gary","Jussupow, Artur",1-0,2805,2655,"Kasparov, Gary","Jussupow, Artur"
1039,Horgen CS,Horgen,1994-01-01,"Miles, Anthony J","Kasparov, Gary",1/2-1/2,2600,2805,draw,draw
1040,Israel sim,?,1994-01-01,"Kasparov, Gary","Zelkind, C.",1-0,2805,2290,"Kasparov, Gary","Zelkind, C."
1041,Israel sim,?,1994-01-01,"Kasparov, Gary","Zifroni, Dov",1-0,2805,2370,"Kasparov, Gary","Zifroni, Dov"
1042,Israel sim,?,1994-01-01,"Kasparov, Gary","Wapner, Jonathan",1-0,2805,2175,"Kasparov, Gary","Wapner, Jonathan"
1043,Israel sim,?,1994-01-01,"Kasparov, Gary","Tyomkin, Dimitri",1-0,2805,2310,"Kasparov, Gary","Tyomkin, Dimitri"
1044,Israel sim,?,1994-01-01,"Kasparov, Gary","Teplitsky, Yan",1-0,2805,2395,"Kasparov, Gary","Teplitsky, Yan"
1045,Israel sim,?,1994-01-01,"Kasparov, Gary","Sutovskij, Emil",1/2-1/2,2805,2480,draw,draw
1046,Israel sim,?,1994-01-01,"Kasparov, Gary","Segal, Anna",1-0,2805,2220,"Kasparov, Gary","Segal, Anna"
1047,Israel sim,?,1994-01-01,"Kasparov, Gary","Ravia, Mosi",1/2-1/2,2805,2320,draw,draw
1048,Israel sim,?,1994-01-01,"Kasparov, Gary","Rabinovich, Alexander",1-0,2805,2255,"Kasparov, Gary","Rabinovich, Alexander"
1049,Israel sim,?,1994-01-01,"Kasparov, Gary","Liss, Eran",1-0,2805,2480,"Kasparov, Gary","Liss, Eran"
1050,Israel sim,?,1994-01-01,"Kasparov, Gary","Kundin, Alexander",1-0,2805,2295,"Kasparov, Gary","Kundin, Alexander"
1051,Israel sim,?,1994-01-01,"Kasparov, Gary","Kogan, Artur",1/2-1/2,2805,2470,draw,draw
1052,Israel sim,?,1994-01-01,"Kasparov, Gary","Gershon, Alik",1-0,2805,2355,"Kasparov, Gary","Gershon, Alik"
1053,Israel sim,?,1994-01-01,"Kasparov, Gary","Finkel, Alexander",1/2-1/2,2805,2465,draw,draw
1054,Israel sim,?,1994-01-01,"Kasparov, Gary","Dambo, L.",1-0,2805,,"Kasparov, Gary","Dambo, L."
1055,Linares,Linares,1994-01-01,"Bareev, Evgeny","Kasparov, Gary",0-1,2685,2805,"Kasparov, Gary","Bareev, Evgeny"
1056,Linares,Linares,1994-01-01,"Kasparov, Gary","Illescas Cordoba, Miguel",1-0,2805,2590,"Kasparov, Gary","Illescas Cordoba, Miguel"
1057,Linares,Linares,1994-01-01,"Topalov, Veselin","Kasparov, Gary",1/2-1/2,2640,2805,draw,draw
1058,Linares,Linares,1994-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1-0,2805,2710,"Kasparov, Gary","Ivanchuk, Vassily"
1059,Linares,Linares,1994-01-01,"Polgar, Judit","Kasparov, Gary",0-1,2630,2805,"Kasparov, Gary","Polgar, Judit"
1060,Linares,Linares,1994-01-01,"Gelfand, Boris","Kasparov, Gary",1/2-1/2,2685,2800,draw,draw
1061,Linares,Linares,1994-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2740,draw,draw
1062,Linares,Linares,1994-01-01,"Shirov, Alexei","Kasparov, Gary",1/2-1/2,2705,2805,draw,draw
1063,Linares,Linares,1994-01-01,"Kasparov, Gary","Kamsky, Gata",1-0,2805,2695,"Kasparov, Gary","Kamsky, Gata"
1064,Linares,Linares,1994-01-01,"Kramnik, Vladimir","Kasparov, Gary",1-0,2710,2805,"Kramnik, Vladimir","Kasparov, Gary"
1065,Linares,Linares,1994-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2805,2715,"Kasparov, Gary","Anand, Viswanathan"
1066,Linares,Linares,1994-01-01,"Beliavsky, Alexander G","Kasparov, Gary",1/2-1/2,2650,2805,draw,draw
1067,Linares,Linares,1994-01-01,"Kasparov, Gary","Lautier, Joel",0-1,2805,2625,"Lautier, Joel","Kasparov, Gary"
1068,PCA/Intel-GP,London,1994-01-01,Comp Genius,"Kasparov, Gary",1/2-1/2,,2815,draw,draw
1069,PCA/Intel-GP,London,1994-01-01,"Kasparov, Gary",Comp Genius,0-1,2815,,Comp Genius,"Kasparov, Gary"
1070,EUCup f,Lyon,1994-01-01,"Shneider, Aleksandr","Kasparov, Gary",1-0,2535,2805,"Shneider, Aleksandr","Kasparov, Gary"
1071,EUCup f,Lyon,1994-01-01,"Kasparov, Gary","Lautier, Joel",1/2-1/2,2805,2645,draw,draw
1072,EUCup f,Lyon,1994-01-01,"Almasi, Zoltan","Kasparov, Gary",0-1,2620,2805,"Kasparov, Gary","Almasi, Zoltan"
1073,Moscow ol (Men),Moscow,1994-01-01,"Topalov, Veselin","Kasparov, Gary",1-0,2645,2805,"Topalov, Veselin","Kasparov, Gary"
1074,Moscow ol (Men),Moscow,1994-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2805,2665,"Kasparov, Gary","Short, Nigel D"
1075,Moscow ol (Men),Moscow,1994-01-01,"Kasparov, Gary","Azmaiparashvili, Zurab",1-0,2805,2625,"Kasparov, Gary","Azmaiparashvili, Zurab"
1076,PCA/Intel-GP,Moscow,1994-01-01,"Timman, Jan H","Kasparov, Gary",1/2-1/2,2620,2805,draw,draw
1077,PCA/Intel-GP,Moscow,1994-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2805,2620,"Kasparov, Gary","Timman, Jan H"
1078,PCA/Intel-GP,Moscow,1994-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2805,2710,draw,draw
1079,PCA/Intel-GP,Moscow,1994-01-01,"Kramnik, Vladimir","Kasparov, Gary",1-0,2710,2805,"Kramnik, Vladimir","Kasparov, Gary"
1080,Moscow ol (Men),Moscow,1994-01-01,"Ljubojevic, Ljubomir","Kasparov, Gary",1/2-1/2,2580,2805,draw,draw
1081,Moscow ol (Men),Moscow,1994-01-01,"Kasparov, Gary","Gelfand, Boris",1/2-1/2,2800,2680,draw,draw
1082,Moscow ol (Men),Moscow,1994-01-01,"Kasparov, Gary","Lautier, Joel",1-0,2800,2645,"Kasparov, Gary","Lautier, Joel"
1083,Moscow ol (Men),Moscow,1994-01-01,"Kasparov, Gary","Nikolic, Predrag",1/2-1/2,2805,2655,draw,draw
1084,Moscow ol (Men),Moscow,1994-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1/2-1/2,2695,2805,draw,draw
1085,Moscow ol (Men),Moscow,1994-01-01,"Oll, Lembit","Kasparov, Gary",1/2-1/2,2615,2805,draw,draw
1086,Moscow ol (Men),Moscow,1994-01-01,"Jussupow, Artur","Kasparov, Gary",0-1,2655,2805,"Kasparov, Gary","Jussupow, Artur"
1087,Munich Intel Express m,Munich,1994-01-01,"Kasparov, Gary",Comp Fritz 3,0-1,2815,,Comp Fritz 3,"Kasparov, Gary"
1088,Munich Intel Express m,Munich,1994-01-01,"Kasparov, Gary",Comp Fritz 3,1-0,2815,,"Kasparov, Gary",Comp Fritz 3
1089,Munich Intel Express m,Munich,1994-01-01,"Kasparov, Gary",Comp Fritz 3,1-0,2815,,"Kasparov, Gary",Comp Fritz 3
1090,Munich Intel Express m,Munich,1994-01-01,Comp Fritz 3,"Kasparov, Gary",1/2-1/2,,2815,draw,draw
1091,Munich Intel Express m,Munich,1994-01-01,Comp Fritz 3,"Kasparov, Gary",0-1,,2815,"Kasparov, Gary",Comp Fritz 3
1092,Munich Intel Express m,Munich,1994-01-01,Comp Fritz 3,"Kasparov, Gary",1/2-1/2,,2815,draw,draw
1093,Munich Express,Munich,1994-01-01,"Nikolic, Predrag","Kasparov, Gary",0-1,2625,2815,"Kasparov, Gary","Nikolic, Predrag"
1094,Munich Express,Munich,1994-01-01,"Kramnik, Vladimir","Kasparov, Gary",0-1,2710,2815,"Kasparov, Gary","Kramnik, Vladimir"
1095,Munich Express,Munich,1994-01-01,"Kasparov, Gary","Leko, Peter",1-0,2815,2545,"Kasparov, Gary","Leko, Peter"
1096,Munich Express,Munich,1994-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2815,2665,"Kasparov, Gary","Short, Nigel D"
1097,Munich Express,Munich,1994-01-01,"Chernin, Alexander","Kasparov, Gary",0-1,2630,2815,"Kasparov, Gary","Chernin, Alexander"
1098,Munich Express,Munich,1994-01-01,"Cvitan, Ognjen","Kasparov, Gary",1-0,2570,2815,"Cvitan, Ognjen","Kasparov, Gary"
1099,Munich Express,Munich,1994-01-01,"Hertneck, Gerald","Kasparov, Gary",0-1,2615,2815,"Kasparov, Gary","Hertneck, Gerald"
1100,Munich Express,Munich,1994-01-01,"Hjartarson, Johann","Kasparov, Gary",0-1,2595,2815,"Kasparov, Gary","Hjartarson, Johann"
1101,Munich Express,Munich,1994-01-01,"Kasparov, Gary","Dreev, Alexey",0-1,2815,2645,"Dreev, Alexey","Kasparov, Gary"
1102,Munich Express,Munich,1994-01-01,"Kasparov, Gary","Georgiev, Kiril",1-0,2815,2615,"Kasparov, Gary","Georgiev, Kiril"
1103,PCA/Intel-GP,New York,1994-01-01,"Kamsky, Gata","Kasparov, Gary",0-1,2695,2815,"Kasparov, Gary","Kamsky, Gata"
1104,PCA/Intel-GP,New York,1994-01-01,"Kasparov, Gary","Kamsky, Gata",1-0,2815,2695,"Kasparov, Gary","Kamsky, Gata"
1105,PCA/Intel-GP,New York,1994-01-01,"Anand, Viswanathan","Kasparov, Gary",0-1,2720,2815,"Kasparov, Gary","Anand, Viswanathan"
1106,PCA/Intel-GP,New York,1994-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2815,2720,draw,draw
1107,PCA/Intel-GP,New York,1994-01-01,"Nikolic, Predrag","Kasparov, Gary",0-1,2655,2815,"Kasparov, Gary","Nikolic, Predrag"
1108,PCA/Intel-GP,New York,1994-01-01,"Kasparov, Gary","Nikolic, Predrag",1-0,2815,2655,"Kasparov, Gary","Nikolic, Predrag"
1109,PCA/Intel-GP,New York,1994-01-01,"Kramnik, Vladimir","Kasparov, Gary",1-0,2710,2805,"Kramnik, Vladimir","Kasparov, Gary"
1110,PCA/Intel-GP,New York,1994-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2805,2710,draw,draw
1111,Novgorod,Novgorod,1994-01-01,"Kasparov, Gary","Shirov, Alexei",1-0,2805,2740,"Kasparov, Gary","Shirov, Alexei"
1112,Novgorod,Novgorod,1994-01-01,"Bareev, Evgeny","Kasparov, Gary",1/2-1/2,2675,2805,draw,draw
1113,Novgorod,Novgorod,1994-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1/2-1/2,2805,2695,draw,draw
1114,Novgorod,Novgorod,1994-01-01,"Kasparov, Gary","Kramnik, Vladimir",1-0,2805,2725,"Kasparov, Gary","Kramnik, Vladimir"
1115,Novgorod,Novgorod,1994-01-01,"Short, Nigel D","Kasparov, Gary",0-1,2665,2805,"Kasparov, Gary","Short, Nigel D"
1116,Novgorod,Novgorod,1994-01-01,"Shirov, Alexei","Kasparov, Gary",1/2-1/2,2740,2805,draw,draw
1117,Novgorod,Novgorod,1994-01-01,"Kasparov, Gary","Bareev, Evgeny",1-0,2805,2675,"Kasparov, Gary","Bareev, Evgeny"
1118,Novgorod,Novgorod,1994-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1/2-1/2,2695,2805,draw,draw
1119,Novgorod,Novgorod,1994-01-01,"Kasparov, Gary","Short, Nigel D",1/2-1/2,2805,2665,draw,draw
1120,Novgorod,Novgorod,1994-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2725,2805,draw,draw
1121,PCA/Intel-GP,Paris,1994-01-01,"Arbakov, Valentin","Kasparov, Gary",0-1,2570,2810,"Kasparov, Gary","Arbakov, Valentin"
1122,PCA/Intel-GP,Paris,1994-01-01,"Kasparov, Gary","Arbakov, Valentin",1-0,2810,2570,"Kasparov, Gary","Arbakov, Valentin"
1123,PCA/Intel-GP,Paris,1994-01-01,"Hjartarson, Johann","Kasparov, Gary",0-1,2585,2810,"Kasparov, Gary","Hjartarson, Johann"
1124,PCA/Intel-GP,Paris,1994-01-01,"Kasparov, Gary","Hjartarson, Johann",1-0,2810,2585,"Kasparov, Gary","Hjartarson, Johann"
1125,PCA/Intel-GP,Paris,1994-01-01,"Kasparov, Gary","Kramnik, Vladimir",1-0,2810,2725,"Kasparov, Gary","Kramnik, Vladimir"
1126,PCA/Intel-GP,Paris,1994-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2810,2725,draw,draw
1127,PCA/Intel-GP,Paris,1994-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2725,2810,draw,draw
1128,PCA/Intel-GP,Paris,1994-01-01,"Kasparov, Gary","Nikolic, Predrag",1-0,2810,2655,"Kasparov, Gary","Nikolic, Predrag"
1129,PCA/Intel-GP,Paris,1994-01-01,"Nikolic, Predrag","Kasparov, Gary",0-1,2655,2810,"Kasparov, Gary","Nikolic, Predrag"
1130,Euwe mem,Amsterdam,1995-01-01,"Lautier, Joel","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1131,Euwe mem,Amsterdam,1995-01-01,"Kasparov, Gary","Piket, Jeroen",1-0,2805,2670,"Kasparov, Gary","Piket, Jeroen"
1132,Euwe mem,Amsterdam,1995-01-01,"Topalov, Veselin","Kasparov, Gary",0-1,2630,2805,"Kasparov, Gary","Topalov, Veselin"
1133,Euwe mem,Amsterdam,1995-01-01,"Kasparov, Gary","Lautier, Joel",0-1,2805,2655,"Lautier, Joel","Kasparov, Gary"
1134,Euwe mem,Amsterdam,1995-01-01,"Kasparov, Gary","Topalov, Veselin",1-0,2805,2630,"Kasparov, Gary","Topalov, Veselin"
1135,Euwe mem,Amsterdam,1995-01-01,"Piket, Jeroen","Kasparov, Gary",1-0,2670,2805,"Piket, Jeroen","Kasparov, Gary"
1136,Horgen,Horgen,1995-01-01,"Ehlvest, Jaan","Kasparov, Gary",1/2-1/2,2630,2795,draw,draw
1137,Horgen,Horgen,1995-01-01,"Kasparov, Gary","Timman, Jan H",1/2-1/2,2795,2595,draw,draw
1138,Horgen,Horgen,1995-01-01,"Gulko, Boris F","Kasparov, Gary",1/2-1/2,2620,2795,draw,draw
1139,Horgen,Horgen,1995-01-01,"Kasparov, Gary","Jussupow, Artur",1/2-1/2,2795,2680,draw,draw
1140,Horgen,Horgen,1995-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2645,2795,draw,draw
1141,Horgen,Horgen,1995-01-01,"Kasparov, Gary","Ivanchuk, Vassily",0-1,2795,2740,"Ivanchuk, Vassily","Kasparov, Gary"
1142,Horgen,Horgen,1995-01-01,"Lautier, Joel","Kasparov, Gary",1/2-1/2,2645,2795,draw,draw
1143,Horgen,Horgen,1995-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1-0,2795,2635,"Kasparov, Gary","Kortschnoj, Viktor"
1144,Horgen,Horgen,1995-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2795,2730,draw,draw
1145,Horgen,Horgen,1995-01-01,"Vaganian, Rafael A","Kasparov, Gary",1/2-1/2,2645,2795,draw,draw
1146,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Matabeek, S.",1-0,2805,,"Kasparov, Gary","Matabeek, S."
1147,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Lerner, Al",1/2-1/2,2805,,draw,draw
1148,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Srinavasan, J.",1-0,2805,,"Kasparov, Gary","Srinavasan, J."
1149,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Ronksley, S.",1-0,2805,,"Kasparov, Gary","Ronksley, S."
1150,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Mozes, D.",0-1,2805,,"Mozes, D.","Kasparov, Gary"
1151,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","McShane, Luke J",1-0,2805,2145,"Kasparov, Gary","McShane, Luke J"
1152,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Larso, E.",1-0,2805,,"Kasparov, Gary","Larso, E."
1153,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Hvarre, K.",1/2-1/2,2805,,draw,draw
1154,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Frolik, Erhard",1/2-1/2,2805,,draw,draw
1155,Internet sim1,Internet,1995-01-01,"Kasparov, Gary","Firor, J.",1-0,2805,,"Kasparov, Gary","Firor, J."
1156,EUCup f,Ljubljana,1995-01-01,"Yudasin, Leonid","Kasparov, Gary",0-1,2630,2795,"Kasparov, Gary","Yudasin, Leonid"
1157,EUCup f,Ljubljana,1995-01-01,"Akopian, Vladimir","Kasparov, Gary",1/2-1/2,2625,2795,draw,draw
1158,London m,London,1995-01-01,Comp Pentium Fritz4,"Kasparov, Gary",0-1,,2795,"Kasparov, Gary",Comp Pentium Fritz4
1159,TV m,London,1995-01-01,"Kasparov, Gary",Comp Genius/Pentium,1-0,2805,,"Kasparov, Gary",Comp Genius/Pentium
1160,London m,London,1995-01-01,"Kasparov, Gary",Comp Pentium Fritz4,1/2-1/2,2795,,draw,draw
1161,TV m,London,1995-01-01,Comp Genius/Pentium,"Kasparov, Gary",1/2-1/2,,2805,draw,draw
1162,PCA/Intel-GP,Moscow,1995-01-01,"Kasparov, Gary","Epishin, Vladimir",1/2-1/2,2805,2635,draw,draw
1163,PCA/Intel-GP,Moscow,1995-01-01,"Speelman, Jonathan S","Kasparov, Gary",1/2-1/2,2610,2805,draw,draw
1164,PCA/Intel-GP,Moscow,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2805,2715,draw,draw
1165,PCA/Intel-GP,Moscow,1995-01-01,"Kasparov, Gary","Speelman, Jonathan S",1-0,2805,2610,"Kasparov, Gary","Speelman, Jonathan S"
1166,PCA/Intel-GP,Moscow,1995-01-01,"Epishin, Vladimir","Kasparov, Gary",0-1,2635,2805,"Kasparov, Gary","Epishin, Vladimir"
1167,PCA/Intel-GP,Moscow,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1-0,2715,2805,"Anand, Viswanathan","Kasparov, Gary"
1168,PCA/Intel-GP,New York,1995-01-01,"Adams, Michael","Kasparov, Gary",0-1,2655,2805,"Kasparov, Gary","Adams, Michael"
1169,PCA/Intel-GP,New York,1995-01-01,"Kasparov, Gary","Adams, Michael",1-0,2805,2655,"Kasparov, Gary","Adams, Michael"
1170,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1171,PCA/Intel-GP,New York,1995-01-01,"De Firmian, Nick E","Kasparov, Gary",1/2-1/2,2590,2805,draw,draw
1172,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1173,PCA/Intel-GP,New York,1995-01-01,"Kasparov, Gary","De Firmian, Nick E",1-0,2805,2590,"Kasparov, Gary","De Firmian, Nick E"
1174,PCA/Intel-GP,New York,1995-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2805,2715,draw,draw
1175,PCA/Intel-GP,New York,1995-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2715,2805,draw,draw
1176,PCA/Intel-GP,New York,1995-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2715,2805,draw,draw
1177,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1178,PCA/Intel-GP,New York,1995-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1-0,2805,2700,"Kasparov, Gary","Ivanchuk, Vassily"
1179,PCA/Intel-GP,New York,1995-01-01,"Ivanchuk, Vassily","Kasparov, Gary",0-1,2700,2805,"Kasparov, Gary","Ivanchuk, Vassily"
1180,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1181,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1182,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1183,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1184,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1185,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1-0,2725,2795,"Anand, Viswanathan","Kasparov, Gary"
1186,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2795,2725,"Kasparov, Gary","Anand, Viswanathan"
1187,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",0-1,2725,2795,"Kasparov, Gary","Anand, Viswanathan"
1188,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1189,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",0-1,2725,2795,"Kasparov, Gary","Anand, Viswanathan"
1190,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2795,2725,"Kasparov, Gary","Anand, Viswanathan"
1191,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1192,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1193,PCA-World Championship,New York,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1194,PCA-World Championship,New York,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2795,2725,draw,draw
1195,Novgorod,Novgorod,1995-01-01,"Gulko, Boris F","Kasparov, Gary",0-1,2595,2805,"Kasparov, Gary","Gulko, Boris F"
1196,Novgorod,Novgorod,1995-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1/2-1/2,2805,2700,draw,draw
1197,Novgorod,Novgorod,1995-01-01,"Jussupow, Artur","Kasparov, Gary",0-1,2660,2805,"Kasparov, Gary","Jussupow, Artur"
1198,Novgorod,Novgorod,1995-01-01,"Topalov, Veselin","Kasparov, Gary",0-1,2630,2805,"Kasparov, Gary","Topalov, Veselin"
1199,Novgorod,Novgorod,1995-01-01,"Kasparov, Gary","Vaganian, Rafael A",1-0,2805,2640,"Kasparov, Gary","Vaganian, Rafael A"
1200,Novgorod,Novgorod,1995-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2715,2805,draw,draw
1201,Novgorod,Novgorod,1995-01-01,"Kasparov, Gary","Ehlvest, Jaan",1/2-1/2,2805,2615,draw,draw
1202,Novgorod,Novgorod,1995-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1203,Novgorod,Novgorod,1995-01-01,"Kasparov, Gary","Timman, Jan H",1/2-1/2,2805,2635,draw,draw
1204,PCA/Intel-GP,Paris,1995-01-01,"Kasparov, Gary","Morozevich, Alexander",1-0,2795,2630,"Kasparov, Gary","Morozevich, Alexander"
1205,PCA/Intel-GP,Paris,1995-01-01,"Morozevich, Alexander","Kasparov, Gary",0-1,2630,2795,"Kasparov, Gary","Morozevich, Alexander"
1206,PCA/Intel-GP,Paris,1995-01-01,"Kasparov, Gary","Georgiev, Kiril",1-0,2795,2605,"Kasparov, Gary","Georgiev, Kiril"
1207,PCA/Intel-GP,Paris,1995-01-01,"Georgiev, Kiril","Kasparov, Gary",0-1,2605,2795,"Kasparov, Gary","Georgiev, Kiril"
1208,PCA/Intel-GP,Paris,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2795,2725,"Kasparov, Gary","Anand, Viswanathan"
